label,source,n_qubits,depth,num_gates,circuit,median_c2,mean_c2,max_c2,median_cancellation,operator_magic
sample_n2_d6_011,sample,2,6,6,"S0 T0 H0 T0 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.8630462173553428
sample_n2_d6_012,sample,2,6,6,"H0 H1 H1 T0 CZ0,1 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d6_013,sample,2,6,6,"CNOT0,1 CNOT1,0 H1 CNOT1,0 S0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_014,sample,2,6,6,"H0 S1 T1 H1 CNOT1,0 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d6_015,sample,2,6,6,"S1 S0 T1 CNOT1,0 CZ0,1 H0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_016,sample,2,6,6,"T0 CZ0,1 CNOT1,0 CNOT1,0 CNOT0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_017,sample,2,6,6,S0 H0 S1 T0 T0 S1,0.0,0.0,0.0,0.0,0.0
sample_n2_d6_018,sample,2,6,6,"CNOT1,0 H1 CNOT1,0 CZ0,1 CZ0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_019,sample,2,6,6,"S0 S0 CNOT1,0 CNOT1,0 H1 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_020,sample,2,6,6,"H0 H1 S1 CZ0,1 T1 S1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d6_021,sample,2,6,6,"H1 H1 CNOT0,1 H1 CZ0,1 CNOT1,0",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n2_d6_022,sample,2,6,6,"CZ0,1 T0 T0 S0 H1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_023,sample,2,6,6,"S0 CNOT1,0 T1 H1 CZ0,1 T0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_024,sample,2,6,6,"T1 H1 CNOT1,0 S1 H0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d6_025,sample,2,6,6,"CZ0,1 CNOT1,0 H1 H0 S0 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d6_026,sample,2,6,6,"H1 S0 S1 CZ0,1 CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_027,sample,2,6,6,T1 T1 S1 T0 H0 H1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_028,sample,2,6,6,"H0 H0 T1 CNOT1,0 CNOT1,0 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d6_029,sample,2,6,6,"H0 H1 H1 H0 T1 CNOT0,1",1.3862943611198906,1.3862943611198906,1.3862943611198906,27.631021115928547,0.28768207245178035
sample_n2_d6_030,sample,2,6,6,"H0 CNOT0,1 CZ0,1 S1 T0 S1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_031,sample,2,6,6,"T0 H0 T0 CNOT1,0 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_032,sample,2,6,6,"CNOT1,0 H1 T1 S0 CZ0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_033,sample,2,6,6,"S1 T1 S1 CNOT1,0 T0 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_034,sample,2,6,6,"CNOT1,0 S1 S1 CZ0,1 S0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_035,sample,2,6,6,"H1 S1 CNOT1,0 CNOT0,1 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_036,sample,2,6,6,"CZ0,1 S0 CZ0,1 S0 CZ0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_037,sample,2,6,6,"H0 T1 S1 CNOT1,0 S0 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_038,sample,2,6,6,"H0 H1 CNOT1,0 CNOT0,1 T0 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d6_039,sample,2,6,6,"H1 H0 T0 S0 CNOT1,0 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_040,sample,2,6,6,"CZ0,1 S1 S0 CNOT0,1 CNOT1,0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_001,sample,2,7,7,"S1 CZ0,1 T1 CNOT1,0 CNOT1,0 S1 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_002,sample,2,7,7,"CZ0,1 CNOT1,0 H1 T0 CZ0,1 H1 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d7_003,sample,2,7,7,"T0 S1 S0 H0 CNOT1,0 S1 T1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d7_004,sample,2,7,7,"CZ0,1 H0 S1 T1 T1 CZ0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_005,sample,2,7,7,"S0 H0 S1 T0 S0 CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_006,sample,2,7,7,"H0 CNOT0,1 S1 H0 CNOT1,0 H1 S0",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d7_007,sample,2,7,7,"CNOT0,1 H1 CZ0,1 CZ0,1 H1 CZ0,1 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d7_008,sample,2,7,7,"CNOT1,0 S1 T0 H0 T1 H0 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d7_009,sample,2,7,7,"T0 T1 T1 S0 CZ0,1 H1 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_010,sample,2,7,7,"CZ0,1 CNOT0,1 CNOT0,1 H1 CNOT1,0 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d7_011,sample,2,7,7,"CNOT1,0 H1 S1 H0 S0 H0 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.34657359027997264,0.2876820724517809
sample_n2_d7_012,sample,2,7,7,"H0 T1 H0 CNOT1,0 CZ0,1 T1 S0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d7_013,sample,2,7,7,S1 T0 S1 S1 H0 T1 T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_014,sample,2,7,7,"CNOT0,1 S0 S0 T1 H0 H0 CNOT1,0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d7_015,sample,2,7,7,"S1 S0 H1 CNOT1,0 S1 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_016,sample,2,7,7,"CNOT1,0 H1 H0 CNOT0,1 CNOT1,0 CNOT1,0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_017,sample,2,7,7,"H0 CNOT0,1 S0 H0 T1 H0 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d7_018,sample,2,7,7,"S1 H0 H1 CNOT0,1 T1 T1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_019,sample,2,7,7,"CNOT0,1 CNOT1,0 CNOT1,0 T0 CNOT1,0 H0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d7_020,sample,2,7,7,"T0 CNOT0,1 H0 CZ0,1 T0 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d7_021,sample,2,7,7,"H0 CNOT1,0 CZ0,1 H1 S1 H1 S1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d7_022,sample,2,7,7,"CNOT0,1 T1 S1 S0 T1 S0 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_023,sample,2,7,7,"S1 H1 T1 S0 CNOT0,1 T1 H0",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d7_024,sample,2,7,7,"H0 CNOT1,0 CNOT1,0 H1 CNOT1,0 H1 H0",1.3862943611198906,1.3862943611198906,1.3862943611198906,27.631021115928547,0.0
sample_n2_d7_025,sample,2,7,7,"H0 S0 H1 S0 CNOT1,0 T0 T0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_026,sample,2,7,7,"CNOT0,1 CNOT1,0 S1 CZ0,1 CNOT0,1 S0 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_027,sample,2,7,7,"CNOT1,0 CNOT0,1 S1 S1 H0 S0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_028,sample,2,7,7,"CNOT1,0 CNOT0,1 H1 H0 CNOT1,0 H1 T0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d7_029,sample,2,7,7,"H1 T0 T1 T0 CNOT0,1 CNOT0,1 T0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d7_030,sample,2,7,7,"H1 S0 T0 H0 T1 S0 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d7_031,sample,2,7,7,"CZ0,1 H0 S1 S0 CNOT0,1 CNOT1,0 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_032,sample,2,7,7,T0 H0 H0 H1 S0 H0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517806
sample_n2_d7_033,sample,2,7,7,"CNOT1,0 S1 CZ0,1 T0 CNOT1,0 T1 CNOT0,1",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d7_034,sample,2,7,7,T0 T1 H0 S1 S0 H1 H0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799727,0.5753641449035617
sample_n2_d7_035,sample,2,7,7,"CZ0,1 H1 CNOT0,1 CZ0,1 S1 S0 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_036,sample,2,7,7,"CZ0,1 H0 T1 CNOT1,0 CNOT0,1 CNOT0,1 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_037,sample,2,7,7,"CNOT1,0 S0 H0 T0 CZ0,1 CZ0,1 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_038,sample,2,7,7,"H0 CZ0,1 H1 S0 T1 H1 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5198603854199592,0.5753641449035615
sample_n2_d7_039,sample,2,7,7,"CNOT1,0 S1 H1 CNOT0,1 S1 H0 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_040,sample,2,7,7,"S1 CZ0,1 CNOT1,0 CNOT1,0 H0 CZ0,1 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d8_001,sample,2,8,8,"T1 H1 CZ0,1 CZ0,1 S1 T0 S1 S1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d8_002,sample,2,8,8,S1 T0 S1 T0 H1 H1 H1 S1,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n2_d8_003,sample,2,8,8,"S1 S0 H1 CNOT0,1 T0 CNOT0,1 S1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d8_004,sample,2,8,8,"T0 CNOT1,0 CNOT0,1 H0 CNOT0,1 H1 H1 T0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d8_005,sample,2,8,8,"CNOT0,1 T1 T0 S0 CZ0,1 S1 H0 H1",0.0,0.0,0.0,0.0,0.575364144903561
sample_n2_d8_006,sample,2,8,8,"H0 CZ0,1 S1 CNOT0,1 T0 H0 H1 S1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5198603854199593,0.2876820724517809
sample_n2_d8_007,sample,2,8,8,"CZ0,1 H1 H1 CNOT1,0 CNOT0,1 CZ0,1 CNOT1,0 S1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d8_008,sample,2,8,8,"CNOT1,0 H0 T0 CZ0,1 T0 CNOT0,1 T1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_009,sample,2,8,8,"CNOT0,1 S1 H0 T0 CNOT0,1 CZ0,1 T0 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d8_010,sample,2,8,8,"CNOT0,1 CNOT0,1 S0 H0 CNOT0,1 S1 T1 S1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d8_011,sample,2,8,8,"H1 H0 S0 CNOT1,0 CNOT1,0 T0 T0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d8_012,sample,2,8,8,"H0 H0 S0 H1 T0 CNOT0,1 H0 S1",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599454,0.2876820724517806
sample_n2_d8_013,sample,2,8,8,"S1 CNOT1,0 T1 S1 S0 CNOT0,1 T0 CNOT1,0",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d8_014,sample,2,8,8,"CNOT0,1 S1 S1 S0 CNOT0,1 T1 CZ0,1 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_015,sample,2,8,8,"CZ0,1 CZ0,1 CNOT1,0 H1 H0 CNOT0,1 T0 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_016,sample,2,8,8,"S1 S1 CNOT0,1 CNOT0,1 CNOT1,0 T1 CNOT1,0 H0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d8_017,sample,2,8,8,"CNOT1,0 H1 CNOT0,1 CNOT1,0 T0 T0 T1 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_018,sample,2,8,8,"T1 T1 T0 H0 CNOT0,1 CNOT0,1 H1 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_019,sample,2,8,8,"CNOT0,1 S0 CNOT1,0 S1 H0 H0 S1 CNOT1,0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d8_020,sample,2,8,8,"CZ0,1 H0 S1 T1 T0 H1 H1 S1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d8_021,sample,2,8,8,"H1 H1 CNOT0,1 CZ0,1 S0 S0 T0 H1",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599454,0.28768207245178107
sample_n2_d8_022,sample,2,8,8,"H1 CNOT1,0 T0 CZ0,1 S0 T0 CNOT0,1 T0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_023,sample,2,8,8,"T0 CNOT1,0 T0 H1 S1 S0 T0 T0",0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d8_024,sample,2,8,8,"CNOT0,1 CZ0,1 CZ0,1 CZ0,1 H0 CNOT0,1 CNOT0,1 T0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d8_025,sample,2,8,8,"H1 H0 CNOT0,1 T1 S1 H0 S1 H0",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517808
sample_n2_d8_026,sample,2,8,8,"H1 T1 H1 H1 CZ0,1 CZ0,1 CNOT0,1 CNOT1,0",1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.28768207245178035
sample_n2_d8_027,sample,2,8,8,"CNOT0,1 CZ0,1 T1 CNOT0,1 S1 CNOT1,0 S0 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_028,sample,2,8,8,S0 H1 T0 T1 S1 S0 H1 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5198603854199589,0.2876820724517809
sample_n2_d8_029,sample,2,8,8,"CZ0,1 S1 S1 H1 S0 H0 CNOT0,1 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d8_030,sample,2,8,8,"T0 H1 H0 CZ0,1 CZ0,1 S1 S0 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_031,sample,2,8,8,"CNOT0,1 CZ0,1 H1 H1 H0 CNOT1,0 T1 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d8_032,sample,2,8,8,"S1 CZ0,1 H1 T0 H1 CNOT1,0 CNOT0,1 H0",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599454,0.28768207245178107
sample_n2_d8_033,sample,2,8,8,"T1 CNOT1,0 T1 H0 CZ0,1 H0 S1 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d8_034,sample,2,8,8,"S1 S0 S1 CNOT1,0 S0 CNOT0,1 H1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d8_035,sample,2,8,8,"H0 H1 CNOT1,0 H1 CNOT0,1 H1 CZ0,1 CNOT0,1",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n2_d8_036,sample,2,8,8,"H0 H0 H0 H0 CZ0,1 S0 S0 S1",2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.0
sample_n2_d8_037,sample,2,8,8,"CNOT0,1 S0 S0 T0 CZ0,1 S1 S0 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d8_038,sample,2,8,8,"T0 T0 CNOT1,0 S1 H0 H0 CNOT1,0 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d8_039,sample,2,8,8,"S0 CNOT0,1 S0 S1 H1 H0 S0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d8_040,sample,2,8,8,"CZ0,1 CZ0,1 S1 H0 T0 S1 S0 T0",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_001,sample,3,1,1,"CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_002,sample,3,1,1,T2,0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d1_003,sample,3,1,1,"CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_004,sample,3,1,1,S1,0.0,0.0,0.0,0.0,0.0
sample_n3_d1_005,sample,3,1,1,"CNOT1,2",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_006,sample,3,1,1,H1,0.0,0.0,0.0,0.0,0.0
sample_n3_d1_007,sample,3,1,1,S0,0.0,0.0,0.0,0.0,0.0
sample_n3_d1_008,sample,3,1,1,"CZ1,2",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_009,sample,3,1,1,"CNOT2,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d1_010,sample,3,1,1,T0,0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d1_011,sample,3,1,1,T1,0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d1_012,sample,3,1,1,"CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_001,sample,3,2,2,S1 S0,0.0,0.0,0.0,0.0,0.0
sample_n3_d2_002,sample,3,2,2,"CZ0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_003,sample,3,2,2,S0 H0,0.0,0.0,0.0,0.0,0.0
sample_n3_d2_004,sample,3,2,2,H2 H1,0.0,0.0,0.0,0.0,0.0
sample_n3_d2_005,sample,3,2,2,T2 T2,0.0,0.0,0.0,0.0,0.0
sample_n3_d2_006,sample,3,2,2,"CZ1,2 H1",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_007,sample,3,2,2,"CNOT1,2 S2",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_008,sample,3,2,2,"CNOT0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_009,sample,3,2,2,"T0 CZ1,2",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d2_010,sample,3,2,2,"H2 CNOT2,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_011,sample,3,2,2,"H2 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n3_d2_012,sample,3,2,2,"CNOT0,1 S0",0.0,0.0,0.0,0.0,0.0
sample_n3_d3_001,sample,3,3,3,"T0 S0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d3_002,sample,3,3,3,"CNOT2,1 T0 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d3_003,sample,3,3,3,"CNOT2,1 H0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d3_004,sample,3,3,3,"CNOT2,1 CNOT2,1 CNOT1,2",0.0,0.0,0.0,0.0,0.0
sample_n3_d3_005,sample,3,3,3,"CNOT0,1 S1 T1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d3_006,sample,3,3,3,S0 T0 T1,0.0,0.0,0.0,0.0,0.5753641449035618
sample_n3_d3_007,sample,3,3,3,"H1 CNOT1,0 CNOT2,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d3_008,sample,3,3,3,"CNOT2,1 H1 T2",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d3_009,sample,3,3,3,"CNOT1,2 S0 T1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d3_010,sample,3,3,3,"T0 CNOT2,1 CNOT2,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d3_011,sample,3,3,3,"T2 H2 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d3_012,sample,3,3,3,"CNOT1,0 CNOT1,0 T1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d4_001,sample,3,4,4,"S1 T1 CZ0,1 CNOT2,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d4_002,sample,3,4,4,"CZ1,2 T0 S2 S2",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d4_003,sample,3,4,4,H1 S2 S1 H1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n3_d4_004,sample,3,4,4,"H2 CNOT2,1 S0 S0",0.0,0.0,0.0,0.0,0.0
sample_n3_d4_005,sample,3,4,4,"S1 CNOT1,0 S2 H2",0.0,0.0,0.0,0.0,0.0
sample_n3_d4_006,sample,3,4,4,"T1 T0 CZ0,1 T0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d4_007,sample,3,4,4,"H0 T1 CNOT1,2 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d4_008,sample,3,4,4,H2 S0 S2 S0,0.0,0.0,0.0,0.0,0.0
sample_n3_d4_009,sample,3,4,4,"CNOT2,1 CNOT0,1 T2 S2",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d4_010,sample,3,4,4,"S2 S1 CZ1,2 S0",0.0,0.0,0.0,0.0,0.0
sample_n3_d4_011,sample,3,4,4,"CZ0,1 CNOT1,0 T2 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d4_012,sample,3,4,4,"CZ1,2 H1 CZ1,2 H0",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_001,sample,3,5,5,"H2 CNOT2,1 CNOT0,1 CNOT0,1 S2",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_002,sample,3,5,5,"S2 S2 S1 S0 CNOT2,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_003,sample,3,5,5,"T2 CNOT2,1 S2 T0 CNOT1,0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n3_d5_004,sample,3,5,5,"H0 T1 S2 T1 CNOT1,2",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_005,sample,3,5,5,"T1 CNOT2,1 S1 T0 H1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n3_d5_006,sample,3,5,5,"S2 CNOT1,0 CNOT1,2 T2 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d5_007,sample,3,5,5,"S0 H2 CNOT2,1 H1 CNOT2,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_008,sample,3,5,5,"S2 S2 T2 CNOT1,2 T1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n3_d5_009,sample,3,5,5,"CNOT1,0 CNOT0,1 CZ0,1 CZ1,2 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_010,sample,3,5,5,"CZ1,2 T0 H0 S0 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d5_011,sample,3,5,5,"CZ1,2 CZ0,1 CNOT2,1 S2 CZ1,2",0.0,0.0,0.0,0.0,0.0
sample_n3_d5_012,sample,3,5,5,"H1 T2 CNOT1,2 S0 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d6_001,sample,3,6,6,"T0 H1 CZ1,2 H0 S0 CZ1,2",0.0,0.0,0.0,0.0,0.28768207245178107
sample_n3_d6_002,sample,3,6,6,"CZ0,1 T1 CNOT2,1 H2 H1 S2",0.0,0.0,0.0,0.0,0.28768207245178107
sample_n3_d6_003,sample,3,6,6,"CZ0,1 T0 S2 S2 H0 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d6_004,sample,3,6,6,"CNOT2,1 CZ1,2 H1 CNOT0,1 T0 S2",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d6_005,sample,3,6,6,"T0 T1 CNOT1,2 H2 S2 T0",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n3_d6_006,sample,3,6,6,"CNOT1,0 T2 CZ0,1 CNOT1,0 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n3_d6_007,sample,3,6,6,"H1 CNOT2,1 CZ0,1 CZ0,1 H1 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n3_d6_008,sample,3,6,6,"CNOT1,2 T1 CZ0,1 CZ1,2 T1 H0",0.0,0.0,0.0,0.0,0.0
sample_n3_d6_009,sample,3,6,6,"CNOT1,2 T0 S2 H2 CNOT2,1 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n3_d6_010,sample,3,6,6,"S2 CNOT0,1 CNOT2,1 CNOT0,1 CZ1,2 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n3_d6_011,sample,3,6,6,"S2 CNOT2,1 T0 H1 H0 S1",0.0,0.0,0.0,0.0,0.28768207245178107
sample_n3_d6_012,sample,3,6,6,"H1 H1 H2 CNOT1,2 T0 CZ1,2",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
